pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,pl_eqt,st_mass,st_rad,st_teff,sy_dist,disc_year
"KOI-55 c","KOI-55",0.34288700000,0.0076000000,,65.00000,0.00210000,0.07730000,,0.496000,0.203000,27730.00,1231.02000000,2011
"MOA-2010-BLG-477L b","MOA-2010-BLG-477L",,2.0000000000,,,1.50000000,,,0.670000,,5950.00,2300.00000000,2012
"HD 142 c","HD 142",10159.64279000000,9.8110000000,0.277000,90.37400,10.90100000,,,1.210000,,,26.18530000,2012
"HATS-1 b","HATS-1",3.44645900000,0.0444000000,0.120000,85.60000,1.85500000,1.30200000,1359.00,0.986000,1.038000,5870.00,283.97100000,2012
"WASP-78 b","WASP-78",2.17518000000,,0.000000,83.20000,1.11000000,1.93000000,,1.870000,2.460000,6100.00,754.25800000,2012
"Kepler-750 b","Kepler-750",9.42887179000,,,,,0.27388706,,1.150000,1.230000,6160.00,1296.02000000,2016
"WASP-79 b","WASP-79",3.66239200000,0.0519000000,0.000000,86.10000,0.85000000,1.53000000,1716.20,1.390000,1.510000,6600.00,246.69000000,2012
"KELT-1 b","KELT-1",1.21751400000,0.0246600000,0.009900,87.80000,27.23000000,1.11000000,,1.335000,1.471000,6516.00,268.43000000,2012
"KELT-2 A b","KELT-2 A",4.11379000000,,0.000000,88.60000,1.70000000,1.35000000,,1.540000,1.930000,6327.00,134.05800000,2012
"Kepler-36 b","Kepler-36",13.86825000000,,0.000000,,0.01205047,0.13364261,,1.034000,1.634000,5979.00,527.95600000,2012
"GJ 3470 b","GJ 3470",3.33664960000,0.0355000000,,89.13000,0.04373407,0.40770809,593.50,0.539000,0.547000,3600.00,29.42140000,2012
"BD+20 274 b","BD+20 274",578.20000000000,1.3000000000,0.210000,,4.20000000,,,0.800000,17.300000,4296.00,1322.51000000,2012
"HD 219415 b","HD 219415",2093.30000000000,3.2000000000,0.400000,,1.00000000,,,1.000000,2.900000,4820.00,165.18400000,2012
"Pr0201 b","Pr0201",4.42640000000,0.0600000000,0.000000,,0.54000000,,,1.240000,1.150000,6174.00,180.64000000,2012
"Pr0211 b","Pr0211",2.14610000000,0.0317600000,0.011000,,1.88000000,,,0.935000,0.827000,5300.00,182.71400000,2012
"HD 77338 b","HD 77338",5.73610000000,0.0600000000,0.090000,,0.06000000,,,1.370000,0.970000,5341.00,45.93500000,2012
"HD 207832 b","HD 207832",160.07000000000,0.5860000000,0.197000,,0.56000000,,,1.050000,0.890000,5726.00,58.92910000,2012
"HD 207832 c","HD 207832",1155.70000000000,2.1120000000,0.270000,,0.73000000,,,0.940000,0.901000,5710.00,58.92910000,2012
"HAT-P-39 b","HAT-P-39",3.54387000000,0.0509000000,0.000000,87.00000,0.59900000,1.57100000,1752.00,1.404000,1.625000,6430.00,697.00400000,2012
"HAT-P-40 b","HAT-P-40",4.45724000000,,0.000000,88.30000,0.48000000,1.52000000,,1.030000,1.940000,6080.00,464.46900000,2012
"HAT-P-41 b","HAT-P-41",2.69405000000,,0.000000,87.70000,1.19000000,2.05000000,,2.560000,2.050000,6390.00,348.18500000,2012
"HD 5608 b","HD 5608",768.70000000000,1.7900000000,0.110000,,1.16800000,,,1.290000,5.430000,4807.00,58.11050000,2012
"75 Cet b","75 Cet",696.62000000000,1.9120000000,0.093000,,2.47900000,,,1.920000,10.380000,4809.00,82.96130000,2012
"omi UMa b","omi UMa",1569.81000000000,3.6910000000,0.149000,,3.65100000,,,2.720000,13.840000,5075.00,54.91490000,2012
"omi CrB b","omi CrB",187.01000000000,0.6990000000,0.105000,,1.12000000,,,1.300000,11.870000,4769.00,84.78830000,2012
"WASP-42 b","WASP-42",4.98168190000,0.0561000000,,88.00000,0.52700000,1.12200000,1021.00,0.951000,0.892000,5315.00,177.29100000,2012
"Kepler-751 b","Kepler-751",17.44490636000,,,,,0.21946650,,0.870000,0.840000,5387.00,760.43000000,2016
"WASP-47 b","WASP-47",4.15915100000,,0.000600,89.00000,1.17673560,1.14729433,,1.058000,1.156000,,264.78000000,2012
"WASP-49 b","WASP-49",2.78174000000,,0.000000,84.89000,0.37000000,1.11000000,,0.920000,0.970000,5600.00,194.55300000,2012
"WASP-55 b","WASP-55",4.46563100000,,,88.74000,0.58600000,1.31400000,1342.00,1.071000,1.090000,6096.00,297.46200000,2012
"WASP-61 b","WASP-61",3.85590000000,,0.000000,89.35000,2.68000000,1.41000000,,1.820000,1.550000,6250.00,488.66000000,2012
"WASP-62 b","WASP-62",4.41195000000,,0.000000,88.30000,0.52000000,1.32000000,,1.110000,1.230000,6230.00,175.63100000,2012
"WASP-63 b","WASP-63",4.37808000000,,0.000000,87.80000,0.37000000,1.41000000,,1.280000,1.860000,5550.00,290.68400000,2012
"WASP-66 b","WASP-66",4.08605000000,,0.000000,85.90000,2.35000000,1.40000000,,1.330000,1.760000,6600.00,500.25800000,2012
"WASP-67 b","WASP-67",4.61442000000,,0.000000,85.80000,0.43000000,1.15000000,,0.910000,0.880000,5200.00,189.46900000,2012
"HAT-P-38 b","HAT-P-38",4.64038200000,0.0523000000,0.067000,88.30000,0.26700000,0.82500000,1082.00,0.886000,0.923000,5330.00,255.20600000,2012
"Kepler-46 c","Kepler-46",57.01100000000,0.2799000000,0.014600,87.40000,0.37600000,,455.00,0.902000,0.938000,5155.00,777.06000000,2012
"Kepler-47 b","Kepler-47",49.46430000000,0.2877000000,0.021000,89.75200,0.00651292,0.27210277,,0.957000,0.936000,,1025.02000000,2012
"Kepler-47 c","Kepler-47",303.22700000000,0.9638000000,0.044000,90.19250,0.00997389,0.41484521,,0.957000,0.936000,,1025.02000000,2012
"eps CrB b","eps CrB",417.90000000000,1.3000000000,0.110000,,6.70000000,,,1.700000,21.000000,4406.00,69.86830000,2012
"WTS-1 b","WTS-1",3.35205700000,0.0470000000,0.100000,85.50000,4.01000000,1.49000000,1500.00,1.200000,1.150000,6250.00,2346.01000000,2012
"WASP-54 b","WASP-54",3.69364000000,,0.070000,84.97000,0.59000000,1.58000000,,1.080000,1.760000,6100.00,251.30300000,2012
"WASP-56 b","WASP-56",4.61710000000,,0.000000,88.50000,0.45000000,0.94000000,,0.710000,0.960000,5600.00,321.08400000,2012
"WASP-57 b","WASP-57",2.83891856000,0.0376900000,,86.05000,0.64400000,1.05000000,1338.00,0.886000,0.927000,5600.00,398.27600000,2012
"HD 4732 b","HD 4732",371.74000000000,1.1290000000,0.266000,,1.98600000,,,1.390000,5.030000,4898.00,54.78410000,2012
"HD 4732 c","HD 4732",3184.20000000000,4.7250000000,0.187000,,3.36500000,,,1.390000,5.030000,4898.00,54.78410000,2012
"HD 37605 c","HD 37605",2720.00000000000,3.7400000000,0.030000,,3.19000000,,,0.940000,0.910000,5329.00,46.78640000,2012
"HD 40307 f","HD 40307",51.76000000000,0.2470000000,0.020000,,0.01640000,,,0.770000,,4956.00,12.93630000,2013
"HD 40307 g","HD 40307",197.80000000000,0.6000000000,0.290000,,0.02230000,,,0.770000,,4956.00,12.93630000,2013
"HD 66141 b","HD 66141",480.50000000000,1.2000000000,0.070000,,6.00000000,,,1.100000,21.400000,4323.00,68.15090000,2012
"HD 208527 b","HD 208527",875.50000000000,2.1000000000,0.080000,,9.90000000,,,1.600000,51.100000,4035.00,312.20200000,2012
"HD 220074 b","HD 220074",672.09998000000,1.6000000000,0.140000,,16.64000000,,,2.200000,54.920000,3787.00,324.54000000,2012
"WASP-52 b","WASP-52",1.74977980000,0.0272000000,0.000000,85.35000,0.46000000,1.27000000,1315.00,0.870000,0.790000,5000.00,174.81800000,2012
"WASP-58 b","WASP-58",5.01718000000,,0.000000,87.40000,0.97000000,1.43000000,,1.060000,1.220000,5800.00,290.40400000,2012
"WASP-59 b","WASP-59",7.91958500000,0.0697000000,0.100000,89.27000,0.86300000,0.77500000,670.00,0.719000,0.613000,4650.00,115.93600000,2012
"WASP-60 b","WASP-60",4.30500000000,,0.000000,87.90000,0.55000000,0.88000000,,1.190000,1.170000,5900.00,431.05200000,2012
"WASP-77 A b","WASP-77 A",1.36002939500,0.0232336330,0.013530,89.99000,1.66540000,,,0.903000,0.910000,5617.00,105.16600000,2012
"GJ 676 A d","GJ 676 A",3.60076000000,0.0390000000,0.192000,,0.01200000,,,0.626000,,,16.02720000,2012
"GJ 676 A e","GJ 676 A",35.47358000000,0.1810000000,0.152000,,0.02100000,,,0.626000,,,16.02720000,2012
"kap And b","kap And",,55.0000000000,,,13.61600000,,1900.00,2.600000,,10900.00,50.01770000,2012
"BD-06 1339 b","BD-06 1339",3.87280000000,0.0428000000,0.000000,,0.02700000,,,0.700000,,4324.00,20.26950000,2013
"BD-06 1339 c","BD-06 1339",125.94000000000,0.4350000000,0.310000,,0.17000000,,,0.700000,,4324.00,20.26950000,2013
"HD 103774 b","HD 103774",5.88810000000,0.0700000000,0.090000,,0.36700000,,,1.335000,,6489.00,56.40890000,2013
"HD 109271 b","HD 109271",7.85430000000,0.0790000000,0.250000,,0.05400000,,,1.047000,,5783.00,55.87160000,2013
"HD 109271 c","HD 109271",30.93000000000,0.1960000000,0.150000,,0.07600000,,,1.047000,,5783.00,55.87160000,2013
"MOA-2010-BLG-073L b","MOA-2010-BLG-073L",,1.2100000000,,,11.00000000,,,0.160000,,,2800.00000000,2012
"HD 219077 b","HD 219077",5478.68861000000,5.9350000000,0.768000,90.17800,9.62000000,,,0.920000,,,29.18640000,2012
"OGLE-2012-BLG-0026L b","OGLE-2012-BLG-0026L",,4.0000000000,,,0.14500000,,,1.060000,,,4019.00000000,2012
"OGLE-2012-BLG-0026L c","OGLE-2012-BLG-0026L",,4.8000000000,,,0.86000000,,,1.060000,,,4019.00000000,2012
"Kepler-68 d","Kepler-68",632.62000000000,1.4690000000,0.102000,,0.74900000,,,1.057000,1.256400,5847.00,144.16600000,2013
"WASP-64 b","WASP-64",1.57329180000,0.0264800000,0.000000,86.57000,1.27100000,1.27100000,1689.00,1.004000,1.058000,5400.00,369.92600000,2012
"WASP-72 b","WASP-72",2.21673000000,,0.000000,86.80000,2.30000000,1.29000000,,2.780000,2.180000,6250.00,434.75400000,2012
"WASP-80 b","WASP-80",3.06785234000,0.0344000000,0.002000,89.02000,0.53800000,0.99900000,825.00,0.577000,0.586000,4143.00,49.78760000,2012
"WASP-71 b","WASP-71",2.90367000000,,0.000000,84.20000,1.39000000,1.18000000,,0.760000,1.820000,6050.00,362.71500000,2012
"OGLE-2011-BLG-0251L b","OGLE-2011-BLG-0251L",,2.7200000000,,,0.53000000,,,0.260000,,,2570.00000000,2012
"HD 159868 c","HD 159868",351.00000000000,1.0320000000,0.184000,,0.76800000,,,1.190000,2.130000,5534.00,55.85030000,2012
"PH1 b","PH1",138.31700000000,0.6520000000,0.070200,90.05000,0.53100000,0.55100000,481.00,1.528000,1.734000,6407.00,1033.16000000,2012
"HD 222155 b","HD 222155",3999.00000000000,5.1400000000,0.160000,,2.12000000,,,1.210000,1.850000,5701.00,50.60780000,2011
"HD 24040 b","HD 24040",3668.00000000000,4.9200000000,0.040000,,3.86000000,,,1.110000,1.300000,5802.00,46.62240000,2006
"ome Ser b","ome Ser",278.59000000000,0.8380000000,0.180000,,0.73600000,,,1.010000,10.990000,4724.00,76.75560000,2013
"HD 2952 b","HD 2952",312.08000000000,1.1170000000,0.269000,,0.89600000,,,1.910000,10.900000,4853.00,110.10300000,2013
"HD 120084 b","HD 120084",2142.00000000000,4.2100000000,0.483000,38.00000,6.40000000,,,2.160000,10.370000,4879.00,103.04400000,2013
"Kepler-19 c","Kepler-19",28.73100000000,,0.210000,,0.04121700,,,0.936000,0.859000,5544.00,218.56200000,2011
"BD+15 2940 b","BD+15 2940",137.48000000000,0.5390000000,0.260000,,1.11000000,,,1.100000,14.700000,4796.00,426.42000000,2013
"HD 233604 b","HD 233604",192.00000000000,0.7470000000,0.050000,,6.57500000,,,1.500000,10.900000,4791.00,847.05800000,2013
"HD 95086 b","HD 95086",,55.7000000000,,,5.00000000,,1000.00,1.600000,,,86.22790000,2013
"KELT-3 b","KELT-3",2.70339000000,,0.000000,84.14000,1.94000000,1.56000000,,1.960000,1.700000,6304.00,210.25200000,2013
"Kepler-116 b","Kepler-116",5.96873400000,0.0690000000,,,,0.30500000,,,1.454000,6142.00,955.16800000,2014
"GJ 163 b","GJ 163",8.63182000000,0.0607000000,0.073000,,0.03335116,,,,,,15.12850000,2013
"GJ 163 c","GJ 163",25.63058000000,0.1254000000,0.099000,,0.02139509,,,,,,15.12850000,2013
"GJ 163 d","GJ 163",603.95116000000,1.0304000000,0.373000,,0.09250228,,,,,,15.12850000,2013
"DENIS-P J082303.1-491201 b","DENIS-P J082303.1-491201",246.36000000000,0.3600000000,0.345000,56.60000,28.50000000,,,0.075000,,,,2013
"HIP 63242 b","HIP 63242",124.60000000000,0.5650000000,0.230000,,9.18000000,,,1.540000,,4830.00,156.45600000,2013
"GJ 667 C e","GJ 667 C",62.24000000000,0.2130000000,0.020000,,0.00800000,,,0.330000,,3350.00,7.24396000,2013
"GJ 667 C f","GJ 667 C",39.02600000000,0.1560000000,0.030000,,0.00800000,,,0.330000,,3350.00,7.24396000,2013
"GJ 667 C g","GJ 667 C",256.20000000000,0.5490000000,0.080000,,0.01400000,,,0.330000,,3350.00,7.24396000,2013
"GJ 504 b","GJ 504",,43.5000000000,,,4.00000000,,510.00,1.220000,,6234.00,17.52990000,2013
"Kepler-78 b","Kepler-78",0.35500745000,0.0090100000,0.000000,75.20000,0.00528587,0.10714623,2223.00,0.779000,0.747500,5058.00,124.37600000,2013
"GJ 328 b","GJ 328",3771.00000000000,4.1100000000,0.227000,,2.51000000,,,0.650000,0.630000,3897.00,20.52660000,2013
"HD 203030 b","HD 203030",,,,,11.00000000,1.29000000,1040.00,,,,39.25030000,2006
"CHXR 73 b","CHXR 73",,210.0000000000,,,12.56900000,,,0.350000,,,190.37400000,2006
"DH Tau b","DH Tau",,330.0000000000,,,11.00000000,,,0.330000,0.270000,,134.84600000,2004
"CFBDSIR J145829+101343 b","CFBDSIR J145829+101343",10037.50000000000,2.6000000000,,,10.50000000,,370.00,0.021000,,580.50,,2011
"2MASS J01225093-2439505 b","2MASS J01225093-2439505",,52.0000000000,,,24.50000000,,,0.400000,,3530.00,33.82810000,2013
"WD 0806-661 b","WD 0806-661",,2500.0000000000,,,8.00000000,,340.00,0.620000,,,19.24440000,2011
"POTS-1 b","POTS-1",3.16062960000,0.0373400000,,88.06000,2.31000000,0.94100000,,0.695000,0.588000,4400.00,747.95900000,2013
"HATS-2 b","HATS-2",1.35413379000,0.0231700000,,87.83000,1.37000000,1.12200000,1550.00,0.904000,0.876000,,341.92500000,2013
"HATS-3 b","HATS-3",3.54785100000,0.0485000000,0.000000,86.20000,1.07100000,1.38100000,1648.00,1.209000,1.404000,6351.00,411.21100000,2013
"PSR J1719-1438 b","PSR J1719-1438",0.09070629300,0.0044000000,0.060000,,1.20000000,,,1.400000,,4500.00,1200.00000000,2011
"RR Cae b","RR Cae",4343.50000000000,5.3000000000,0.000000,17.60000,4.20000000,,,0.440000,,,21.19160000,2012
"WASP-65 b","WASP-65",2.31142430000,0.0334000000,0.000000,88.80000,1.55000000,1.11200000,1480.00,0.930000,1.010000,5600.00,273.70300000,2013
"WASP-75 b","WASP-75",2.48419300000,0.0375000000,0.000000,82.00000,1.07000000,1.27000000,1710.00,1.140000,1.260000,6100.00,294.00100000,2013
"HD 113337 b","HD 113337",317.58639000000,1.0220000000,0.280000,,3.25900000,,,1.410000,,,36.18000000,2013
"MOA-2011-BLG-293L b","MOA-2011-BLG-293L",,1.1000000000,,,4.80000000,,,0.860000,,,7720.00000000,2012
"HAT-P-42 b","HAT-P-42",4.64187800000,0.0575000000,0.000000,85.90000,1.04400000,1.28000000,1428.00,1.178000,1.530000,5743.00,405.23800000,2012
"HAT-P-43 b","HAT-P-43",3.33264140000,0.0444000000,,,,1.21598925,1353.00,1.030000,1.080000,5693.00,528.82500000,2012
"OGLE-2012-BLG-0358L b","OGLE-2012-BLG-0358L",,0.8700000000,,,1.85000000,,,0.022000,,,1760.00000000,2013
"ROXs 42 B b","ROXs 42 B",,157.0000000000,,,9.00000000,,1975.00,1.000000,,,143.59000000,2013
"WISEP J121756.91+162640.2 A b","WISEP J121756.91+162640.2 A",,8.0000000000,,,22.00000000,0.93400000,450.00,0.029000,0.091000,575.00,,2012
"MOA-2008-BLG-379L b","MOA-2008-BLG-379L",,2.7000000000,,,4.10000000,,,0.560000,,,3300.00000000,2013
"HD 13908 b","HD 13908",19.38200000000,0.1540000000,0.020000,,0.86500000,,,1.290000,1.670000,6255.00,79.55150000,2013
"HD 13908 c","HD 13908",931.00000000000,2.0300000000,0.120000,,5.13000000,,,1.290000,1.670000,6255.00,79.55150000,2013
"HD 159243 b","HD 159243",12.62000000000,0.1100000000,0.020000,,1.13000000,,,1.125000,1.120000,6123.00,73.30550000,2013
"HD 159243 c","HD 159243",248.40000000000,0.8000000000,0.075000,,1.90000000,,,1.125000,1.120000,6123.00,73.30550000,2013
"HIP 91258 b","HIP 91258",5.05050000000,0.0600000000,0.020000,,1.09000000,,,0.970000,0.890000,5519.00,45.88460000,2013
"ROXs 12 b","ROXs 12",,210.0000000000,,,16.00000000,,,0.870000,,3850.00,136.65000000,2013
"HD 106906 b","HD 106906",,650.0000000000,,,11.00000000,,1800.00,1.500000,,6516.00,103.02900000,2013
"OGLE-2012-BLG-0406L b","OGLE-2012-BLG-0406L",,3.4500000000,,,2.73000000,,,0.440000,,,4970.00000000,2013
"Kepler-93 c","Kepler-93",1460.00000000000,,,,3.00000000,,,0.910000,0.920000,5669.00,95.91150000,2014
"Kepler-94 c","Kepler-94",820.30000000000,,,,9.83600000,,,0.810000,0.760000,4781.00,191.90400000,2014
"Kepler-48 e","Kepler-48",982.00000000000,,,,2.06700000,,,0.880000,0.890000,5194.00,306.73800000,2014
"Kepler-25 d","Kepler-25",122.40000000000,,0.130000,,0.22600000,,,1.165000,1.316000,,243.24900000,2014
"KOI-142 c","KOI-142",22.26492000000,,0.057240,93.15000,0.67400000,,,0.990000,0.897000,5466.00,376.86300000,2013
"Kepler-97 c","Kepler-97",789.00000000000,,,,1.08000000,,,0.940000,0.980000,5779.00,400.90700000,2014
"Kepler-407 c","Kepler-407",3000.00000000000,,,,12.60000000,,,1.000000,1.010000,5476.00,338.36800000,2014
"MOA-2011-BLG-322L b","MOA-2011-BLG-322L",,4.3000000000,,,11.60000000,,,0.390000,,,7560.00000000,2013
"CoRoT-27 b","CoRoT-27",3.57532000000,0.0476000000,0.065000,86.70000,10.39000000,1.00700000,1500.00,1.050000,1.080000,5900.00,1010.28000000,2014
"WASP-103 b","WASP-103",0.92554200000,0.0198500000,,86.30000,1.49000000,1.52800000,2508.00,1.220000,1.436000,6110.00,375.64700000,2014
"KELT-6 b","KELT-6",7.84570000000,,0.220000,88.81000,0.52000000,1.30000000,,1.420000,1.730000,6102.00,240.72600000,2014
"NGC 2682 YBP 1194 b","NGC 2682 YBP 1194",6.95900000000,,0.300000,,0.32000000,,,1.010000,,5780.00,872.92000000,2014
"NGC 2682 YBP 1514 b","NGC 2682 YBP 1514",5.11800000000,,0.280000,,0.40000000,,,0.960000,,5725.00,914.22100000,2014
"HD 154857 c","HD 154857",3452.00000000000,5.3600000000,0.060000,,2.58000000,,,1.718000,1.760000,5605.00,63.44820000,2014
"UZ For b","UZ For",5840.00000000000,5.9000000000,0.040000,,6.30000000,,,0.700000,,,,2011
"UZ For c","UZ For",1916.25000000000,2.8000000000,0.050000,,7.70000000,,,0.700000,,,,2011
"Kepler-413 b","Kepler-413",66.26200000000,0.3553000000,0.118100,89.92900,0.21100000,0.38800000,,0.820000,0.776100,4700.00,847.53600000,2014
"HAT-P-49 b","HAT-P-49",2.69155000000,,0.000000,86.20000,2.20000000,1.59000000,,2.220000,2.060000,6820.00,350.35100000,2014
"WTS-2 b","WTS-2",1.01870680000,0.0185500000,0.000000,83.55000,1.12000000,1.36300000,2000.00,0.820000,0.752000,5000.00,,2014
"HD 4203 c","HD 4203",6700.00000000000,6.9500000000,0.240000,,2.17000000,,,0.990000,1.497950,5582.00,81.37950000,2014
"WASP-8 c","WASP-8",4323.00000000000,5.2800000000,0.000000,,9.45000000,,,1.040000,,,89.96060000,2013
"WASP-68 b","WASP-68",5.08430000000,,0.000000,88.10000,1.08000000,1.32000000,,1.490000,1.790000,5910.00,226.39900000,2014
"WASP-73 b","WASP-73",4.08722000000,,0.000000,87.40000,2.86000000,1.42000000,,2.520000,2.550000,6030.00,316.67800000,2014
"WASP-88 b","WASP-88",4.95400000000,,0.000000,88.00000,0.42000000,1.46000000,,0.940000,1.800000,6430.00,523.75600000,2014
"WASP-95 b","WASP-95",2.18467000000,,0.000000,88.40000,1.44000000,1.23000000,,1.460000,1.230000,5830.00,137.54400000,2014
"WASP-96 b","WASP-96",3.42526020000,0.0453000000,0.000000,85.60000,0.48000000,1.20000000,1285.00,1.060000,1.050000,5540.00,352.46400000,2014
"WASP-97 b","WASP-97",2.07276000000,,0.000000,88.00000,1.36000000,1.14000000,,1.180000,1.080000,5640.00,151.06800000,2014
"WASP-98 b","WASP-98",2.96264036000,0.0376200000,,86.38000,0.92200000,1.14400000,1171.00,0.809000,0.741000,5473.00,281.74200000,2014
"WASP-99 b","WASP-99",5.75251000000,,0.000000,88.80000,2.43000000,1.02000000,,1.210000,1.640000,6150.00,158.66000000,2014
"WASP-100 b","WASP-100",2.84938000000,,0.000000,82.60000,1.26000000,1.33000000,,0.770000,1.570000,6900.00,364.41100000,2014
"WASP-101 b","WASP-101",3.58572000000,,0.000000,85.00000,0.51000000,1.43000000,,1.410000,1.310000,6380.00,201.22400000,2014
"CoRoT-25 b","CoRoT-25",4.86069000000,0.0578000000,0.000000,84.50000,0.27000000,1.08000000,1330.00,1.090000,1.190000,6040.00,1103.48000000,2013
"CoRoT-26 b","CoRoT-26",4.20474000000,0.0526000000,0.000000,86.80000,0.52000000,1.26000000,1600.00,1.090000,1.790000,5590.00,1045.18000000,2013
"MOA-bin-1L b","MOA-bin-1L",,8.3000000000,,,3.70000000,,,0.750000,,,5100.00000000,2012
"HAT-P-44 b","HAT-P-44",4.30121900000,0.0507000000,0.044000,89.10000,0.35200000,1.24200000,1108.00,0.942000,0.949000,5295.00,347.85000000,2014
"HAT-P-45 b","HAT-P-45",3.12899200000,0.0452000000,0.049000,87.80000,0.89200000,1.42600000,1652.00,1.259000,1.319000,6330.00,298.64000000,2014
"HAT-P-46 b","HAT-P-46",4.46312900000,0.0577000000,0.123000,85.50000,0.49300000,1.28400000,1458.00,1.284000,1.396000,6120.00,290.73600000,2014
"HAT-P-44 c","HAT-P-44",872.20000000000,1.7520000000,0.494000,,4.00000000,,,0.942000,0.949000,5295.00,347.85000000,2014
"HD 285507 b","HD 285507",6.08810000000,0.0600000000,0.090000,,0.98000000,,,0.820000,0.690000,4503.00,45.02930000,2013
"GU Psc b","GU Psc",,2000.0000000000,,,11.30000000,1.26500000,1050.00,0.325000,,,47.55010000,2014
"HATS-5 b","HATS-5",4.76338700000,0.0542000000,0.019000,89.30000,0.23700000,0.91200000,1025.00,0.936000,0.871000,5304.00,246.38400000,2014
"bet Cnc b","bet Cnc",605.20000000000,1.7000000000,0.080000,,7.80000000,,,1.700000,47.200000,4092.10,89.04720000,2014
"mu Leo b","mu Leo",357.80000000000,1.1000000000,0.090000,,2.40000000,,,1.500000,11.400000,4538.20,32.60810000,2014
"bet UMi b","bet UMi",522.30000000000,1.4000000000,0.190000,,6.10000000,,,1.400000,38.300000,4126.00,38.77472000,2014
"GJ 687 b","GJ 687",38.14200000000,0.1630000000,0.170000,,0.05411698,,,0.400000,,,4.54939000,2014
"Kapteyn c","Kapteyn",121.54000000000,0.3110000000,0.230000,,0.02200000,,,0.281000,0.291000,3550.00,3.93305000,2014
"HIP 105854 b","HIP 105854",184.20000000000,0.8100000000,0.020000,,8.20000000,,,2.100000,,4780.00,78.63810000,2014
"CoRoT-24 b","CoRoT-24",5.11340000000,0.0560000000,0.000000,86.50000,0.01800000,0.33000000,1070.00,0.910000,0.860000,4950.00,591.55500000,2014
"CoRoT-24 c","CoRoT-24",11.75900000000,0.0980000000,0.000000,89.00000,0.08800000,0.44000000,850.00,0.910000,0.860000,4950.00,591.55500000,2014
"OGLE-2008-BLG-355L b","OGLE-2008-BLG-355L",,1.7000000000,,,4.60000000,,,0.370000,,,6800.00000000,2014
